Sexe,Age_Bac,Serie_Bac,Etablissement,Lieu_Habitation_Bac,Matieres_Preferees,Secteur_Desire,Competences_Techniques,Note_Maths,Note_Francais_Ecrit,Note_Francais_Oral,Note_Anglais_Ecrit,Note_Anglais_Oral,Note_Philo,Note_Physique_Chimie,Note_SVT,Note_Histoire_Geo,Note_EPS,Note_Espagnol_Ecrit,Note_Espagnol_Oral,Note_Facultative_1,Note_Facultative_2,Points_BAC,Personnalite,Religion,Secteur_Activite_Famille,Secteur_Activite,Justification_Choix,Descriptions
Masculin,16,C,Lycee Classique d’Abidjan ,Yopougon ,"Mathematiques, Science Physique, Anglais, Français",Informatique / Télécoms,Non,17.58035108106241,8.46877121628156,15.629473378406383,12.5,15.58035108106241,8.629473378406383,15.11157986478085,13.58035108106241,12.41964891893759,15.049122297343972,11.0,12.0,15.0,14.790175540531205,275.6561439185922,"Ouvert, Réservé, Facile, Obstiné, Attentif, Polyvalent, Tolérant",Islam,"Banque / Assurance /Finances, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Informatique / Télécoms, Marketing",BTP / Matériaux de construction,Passion personnelle,"Gestion de projets, Encadrement d'équipe, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,14.029799873905057,12.423839899124046,16.423839899124047,12.5,13.211919949562024,9.423839899124046,8.788080050437976,12.0,12.423839899124046,16.24171982346708,11.0,12.0,15.0,14.0,233.8145590921164,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,15.631504392566745,13.705203514053396,17.705203514053395,12.5,13.852601757026697,10.705203514053396,8.147398242973303,12.0,13.705203514053396,18.484106149593444,11.0,12.0,15.0,14.0,245.34683162648057,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,14.255385127509722,12.604308102007778,16.604308102007778,12.5,13.302154051003889,9.604308102007778,8.697845948996111,12.0,12.604308102007778,16.55753917851361,11.0,12.0,15.0,14.0,235.43877291807001,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,17,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,16.17008064891244,13.404717728806466,17.74487902663134,12.5,14.170080648912439,10.744879026631342,8.765362920105973,12.170080648912439,13.829919351087561,18.574798377718903,11.0,12.0,15.0,14.08504032445622,250.97641135596768,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,15.250192888948996,13.400154311159197,17.4001543111592,12.5,13.7000771555796,10.400154311159197,8.2999228444204,12.0,13.400154311159197,17.950270044528594,11.0,12.0,15.0,14.0,242.60138880043277,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,16,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,17.101098651723593,10.146154718967423,16.34835202241461,12.5,15.101098651723593,9.34835202241461,12.95494393275617,13.101098651723593,12.898901348276407,16.247253370691016,11.0,12.0,15.0,14.550549325861796,267.2692264051629,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,16,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,17.809179767019177,7.667870815432879,15.286230349471234,12.5,15.809179767019177,8.286230349471234,16.141308951586296,13.809179767019177,12.190820232980823,14.477050582452057,11.0,12.0,15.0,14.904589883509589,279.6606459228356,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,12.854091260991332,11.483273008793066,15.483273008793066,12.5,12.741636504396533,8.483273008793066,9.258363495603467,12.0,11.483273008793066,14.595727765387863,11.0,12.0,15.0,14.0,225.34945707913758,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,17,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,16.662317494672784,11.681888768645251,17.00652375799082,12.5,14.662317494672786,10.006523757990822,10.980428726027535,12.662317494672786,13.337682505327214,17.344206263318036,11.0,12.0,15.0,14.331158747336392,259.59055615677374,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,14.329611783087483,12.663689426469986,16.663689426469986,12.5,13.331844713234993,9.663689426469986,8.668155286765007,12.0,12.663689426469986,16.661456496322476,11.0,12.0,15.0,14.0,235.9732048382299,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,13.956488938538635,12.365191150830908,16.36519115083091,12.5,13.182595575415455,9.365191150830908,8.817404424584545,12.0,12.365191150830908,16.13908451395409,11.0,12.0,15.0,14.0,233.28672035747817,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,17,C,Lycee Classique d’Abidjan ,Yopougon ,"Mathematiques, Science Physique, Anglais, Français",Informatique / Télécoms,Non,16.54944358598013,12.07694744906955,17.175834621029807,12.5,14.549443585980129,10.175834621029807,10.472496136910578,12.549443585980129,13.450556414019871,17.62639103504968,11.0,12.0,15.0,14.274721792990064,257.61526275465224,"Ouvert, Réservé, Facile, Obstiné, Attentif, Polyvalent, Tolérant",Islam,"Banque / Assurance /Finances, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Informatique / Télécoms, Marketing",BTP / Matériaux de construction,Passion personnelle,"Gestion de projets, Encadrement d'équipe, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,13.806217129238506,12.244973703390805,16.244973703390805,12.5,13.122486851695403,9.244973703390805,8.877513148304597,12.0,12.244973703390805,15.928703980933907,11.0,12.0,15.0,14.0,232.20476333051724,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,17,C,Lycee Classique d’Abidjan ,Yopougon ,"Mathematiques, Science Physique, Anglais, Français",Informatique / Télécoms,Non,16.76585374950758,11.319511876723471,16.85121937573863,12.5,14.76585374950758,9.85121937573863,11.446341872784108,12.76585374950758,13.23414625049242,17.085365626231052,11.0,12.0,15.0,14.38292687475379,261.40244061638265,"Ouvert, Réservé, Facile, Obstiné, Attentif, Polyvalent, Tolérant",Islam,"Banque / Assurance /Finances, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Informatique / Télécoms, Marketing",BTP / Matériaux de construction,Passion personnelle,"Gestion de projets, Encadrement d'équipe, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,15.858560476945518,13.886848381556415,17.886848381556415,12.5,13.943424190778208,10.886848381556415,8.056575809221792,12.0,13.886848381556415,18.801984667723726,11.0,12.0,15.0,14.0,246.98163543400773,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,15.24456912133042,13.395655297064335,17.395655297064337,12.5,13.697827648532169,10.395655297064335,8.302172351467831,12.0,13.395655297064335,17.942396769862587,11.0,12.0,15.0,14.0,242.560897673579,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,16,C,Lycee Classique d’Abidjan ,Yopougon ,"Mathematiques, Science Physique, Anglais, Français",Informatique / Télécoms,Non,17.443459042329746,8.947893351845888,15.83481143650538,12.5,15.443459042329746,8.83481143650538,14.495565690483858,13.443459042329746,12.556540957670254,15.391352394175634,11.0,12.0,15.0,14.721729521164873,273.26053324077054,"Ouvert, Réservé, Facile, Obstiné, Attentif, Polyvalent, Tolérant",Islam,"Banque / Assurance /Finances, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Informatique / Télécoms, Marketing",BTP / Matériaux de construction,Passion personnelle,"Gestion de projets, Encadrement d'équipe, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,17,C,Lycee Classique d’Abidjan ,Yopougon ,"Mathematiques, Science Physique, Anglais, Français",Informatique / Télécoms,Non,16.471969839497913,12.34810556175731,17.292045240753133,12.5,14.47196983949791,10.292045240753133,10.123864277740601,12.47196983949791,13.52803016050209,17.82007540125522,11.0,12.0,15.0,14.235984919748956,256.25947219121343,"Ouvert, Réservé, Facile, Obstiné, Attentif, Polyvalent, Tolérant",Islam,"Banque / Assurance /Finances, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Informatique / Télécoms, Marketing",BTP / Matériaux de construction,Passion personnelle,"Gestion de projets, Encadrement d'équipe, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,12.28034161380662,11.024273291045295,15.024273291045295,12.5,12.512136645522649,8.024273291045295,9.487863354477351,12.0,11.024273291045295,13.792478259329268,11.0,12.0,15.0,14.0,221.21845961940767,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,16,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,17.91913282092314,7.283035126769019,15.121300768615294,12.5,15.919132820923137,8.121300768615294,16.636097694154117,13.919132820923137,12.080867179076863,14.202167947692157,11.0,12.0,15.0,14.95956641046157,281.5848243661549,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,16,C,Lycee Classique d’Abidjan ,Yopougon ,"Mathematiques, Science Physique, Anglais, Français",Informatique / Télécoms,Non,17.421325779371575,9.025359772199488,15.868011330942638,12.5,15.421325779371575,8.868011330942638,14.395966007172087,13.421325779371575,12.578674220628425,15.446685551571063,11.0,12.0,15.0,14.710662889685787,272.87320113900256,"Ouvert, Réservé, Facile, Obstiné, Attentif, Polyvalent, Tolérant",Islam,"Banque / Assurance /Finances, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Informatique / Télécoms, Marketing",BTP / Matériaux de construction,Passion personnelle,"Gestion de projets, Encadrement d'équipe, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,16,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,17.778218358376336,7.776235745682819,15.332672462435493,12.5,15.778218358376337,8.332672462435493,16.001982612693517,13.778218358376337,12.221781641623663,14.554454104059158,11.0,12.0,15.0,14.889109179188168,279.1188212715859,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,16,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,17.12132699626846,10.07535551306039,16.31800950559731,12.5,15.12132699626846,9.31800950559731,13.045971483208069,13.12132699626846,12.87867300373154,16.196682509328852,11.0,12.0,15.0,14.56066349813423,267.62322243469805,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,16,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,17.596561595329206,8.412034416347772,15.605157607006188,12.5,15.596561595329208,8.605157607006188,15.184527178981433,13.596561595329208,12.403438404670792,15.008596011676982,11.0,12.0,15.0,14.798280797664603,275.93982791826113,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,16,C,Lycee Classique d’Abidjan ,Yopougon ,"Mathematiques, Science Physique, Anglais, Français",Informatique / Télécoms,Non,17.79152719134704,7.729654830285364,15.312709212979442,12.5,15.791527191347038,8.312709212979442,16.061872361061674,13.791527191347038,12.208472808652962,14.521182021632402,11.0,12.0,15.0,14.89576359567352,279.35172584857315,"Ouvert, Réservé, Facile, Obstiné, Attentif, Polyvalent, Tolérant",Islam,"Banque / Assurance /Finances, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Informatique / Télécoms, Marketing",BTP / Matériaux de construction,Passion personnelle,"Gestion de projets, Encadrement d'équipe, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,16,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,17.04925955363578,10.327591562274783,16.426110669546336,12.5,15.049259553635776,9.426110669546336,12.721667991360995,13.049259553635776,12.950740446364224,16.376851115910558,11.0,12.0,15.0,14.52462977681789,266.3620421886261,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,16,C,Lycee Classique d’Abidjan ,Yopougon ,"Mathematiques, Science Physique, Anglais, Français",Informatique / Télécoms,Non,17.126551143952767,10.057070996165315,16.31017328407085,12.5,15.126551143952767,9.31017328407085,13.069480147787452,13.126551143952767,12.873448856047233,16.183622140118082,11.0,12.0,15.0,14.563275571976384,267.7146450191734,"Ouvert, Réservé, Facile, Obstiné, Attentif, Polyvalent, Tolérant",Islam,"Banque / Assurance /Finances, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Informatique / Télécoms, Marketing",BTP / Matériaux de construction,Passion personnelle,"Gestion de projets, Encadrement d'équipe, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,17,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,16.608967827147744,11.868612604982893,17.08654825927838,12.5,14.608967827147746,10.086548259278382,10.740355222164853,12.608967827147746,13.391032172852254,17.477580432130637,11.0,12.0,15.0,14.304483913573872,258.65693697508556,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,11.696657272029379,10.557325817623504,14.557325817623504,12.5,12.278662908811752,7.557325817623503,9.721337091188248,12.0,10.557325817623504,12.97532018084113,11.0,12.0,15.0,14.0,217.01593235861154,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,14.022086896389087,12.41766951711127,16.417669517111268,12.5,13.208834758555634,9.41766951711127,8.791165241444366,12.0,12.41766951711127,16.230921654944723,11.0,12.0,15.0,14.0,233.75902565400142,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,16,C,Lycee Classique d’Abidjan ,Yopougon ,"Mathematiques, Science Physique, Anglais, Français",Informatique / Télécoms,Non,17.079682182603346,10.221112360888288,16.38047672609498,12.5,15.079682182603346,9.380476726094981,12.858569821715058,13.079682182603346,12.920317817396654,16.300794543491634,11.0,12.0,15.0,14.539841091301673,266.89443819555856,"Ouvert, Réservé, Facile, Obstiné, Attentif, Polyvalent, Tolérant",Islam,"Banque / Assurance /Finances, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Informatique / Télécoms, Marketing",BTP / Matériaux de construction,Passion personnelle,"Gestion de projets, Encadrement d'équipe, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,12.015306123673847,10.812244898939078,14.812244898939078,12.5,12.406122449469539,7.812244898939078,9.593877550530461,12.0,10.812244898939078,13.421428573143386,11.0,12.0,15.0,14.0,219.3102040904517,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,15.714267852789906,13.771414282231923,17.771414282231923,12.5,13.885707141115962,10.771414282231923,8.114292858884038,12.0,13.771414282231923,18.599974993905867,11.0,12.0,15.0,14.0,245.94272854008733,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,17,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,16.802269067022927,11.192058265419753,16.796596399465606,12.5,14.802269067022928,9.796596399465608,11.610210801603177,12.802269067022928,13.197730932977072,16.99432733244268,11.0,12.0,15.0,14.401134533511463,262.03970867290127,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,16,C,Lycee Classique d’Abidjan ,Yopougon ,"Mathematiques, Science Physique, Anglais, Français",Informatique / Télécoms,Non,17.38956986607941,9.136505468722067,15.915645200880887,12.5,15.389569866079409,8.915645200880887,14.253064397357342,13.389569866079409,12.610430133920591,15.526075334801478,11.0,12.0,15.0,14.694784933039704,272.31747265638967,"Ouvert, Réservé, Facile, Obstiné, Attentif, Polyvalent, Tolérant",Islam,"Banque / Assurance /Finances, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Informatique / Télécoms, Marketing",BTP / Matériaux de construction,Passion personnelle,"Gestion de projets, Encadrement d'équipe, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,17,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,16.239064321969483,13.163274873106804,17.641403517045774,12.5,14.239064321969485,10.641403517045774,9.07578944886268,12.239064321969485,13.760935678030515,18.402339195076287,11.0,12.0,15.0,14.119532160984742,252.18362563446598,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,17,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,16.751291903732415,11.370478336936554,16.87306214440138,12.5,14.751291903732414,9.87306214440138,11.380813566795862,12.751291903732414,13.248708096267586,17.121770240668965,11.0,12.0,15.0,14.375645951866208,261.14760831531726,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,16,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,17.40873262832457,9.069435800863998,15.886901057513143,12.5,15.408732628324572,8.886901057513143,14.339296827460574,13.408732628324572,12.591267371675428,15.47816842918857,11.0,12.0,15.0,14.704366314162286,272.65282099568003,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,16,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,17.789011480339457,7.7384598188118945,15.316482779490812,12.5,15.78901148033946,8.316482779490812,16.050551661527564,13.78901148033946,12.21098851966054,14.527471299151353,11.0,12.0,15.0,14.894505740169729,279.3077009059405,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,16,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,17.08693085903418,10.195741993380372,16.369603711448732,12.5,15.08693085903418,9.36960371144873,12.891188865653808,13.08693085903418,12.91306914096582,16.28267285241455,11.0,12.0,15.0,14.54346542951709,267.0212900330981,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,16,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,17.56311912556633,8.529083060517834,15.6553213116505,12.5,15.563119125566333,8.6553213116505,15.034036065048497,13.563119125566333,12.436880874433667,15.092202186084169,11.0,12.0,15.0,14.781559562783166,275.3545846974108,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,16,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,17.166980104259267,9.915569635092563,16.2495298436111,12.5,15.166980104259267,9.249529843611098,13.251410469166704,13.166980104259267,12.833019895740733,16.08254973935183,11.0,12.0,15.0,14.583490052129633,268.4221518245372,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,17,D,Lycée moderne de goumere ,Cocody,"Mathematiques, SVT, Science Physique, Histoire Geographie, Français, PHYLOSOPHIE, EPS",Agriculture,Oui ,9.455361150896957,14.414535663132485,14.0,12.5,11.0,7.455361150896957,13.869896814029442,14.130103185970558,7.390309557911677,14.934948407014721,11.0,12.0,15.0,14.0,234.13010318597057,"Ouvert, Sérieux, Sympathique, Motivé, Consciencieux",Islam,"Agroalimentaire, Santé",Banque / Assurance /Finances,Passion personnelle,Première expérience professionnelle
Masculin,20,D,Lycée moderne de goumere ,Cocody,"Mathematiques, SVT, Science Physique, Histoire Geographie, Français, PHYLOSOPHIE, EPS",Agriculture,Oui ,15.795542149013333,6.408915701973334,14.051114462746666,12.5,11.357801239226667,13.821099380386666,12.102228925493334,15.744427686266667,13.255572313733333,13.948885537253334,11.0,12.0,15.0,14.0,236.56225909021333,"Ouvert, Sérieux, Sympathique, Motivé, Consciencieux",Islam,"Agroalimentaire, Santé",Banque / Assurance /Finances,Passion personnelle,Première expérience professionnelle
Féminin,17,D,Lycée moderne jeunes filles Bouaké ,Bouaké ,"Mathematiques, Science Physique, Histoire Geographie, Français",Informatique / Télécoms,Non,13.137471867701763,11.862528132298237,14.0,12.5,13.931264066149119,10.585919917313602,17.828160165372797,9.103103900776322,9.896896099223678,15.0,11.0,12.0,15.0,14.0,262.0,"Gai, Timide, Calme, Fiable, Loyal, Utile",Christianisme,"Commerce / Négoce / Distribution, Textile / Habillement / Chaussure, Agriculture, Elevage",Banque / Assurance /Finances,"Opportunités de carrière, Salaire attractif, Influence familiale ou amicale","Formation initiale, Stage ou apprentissage"
